Compound_id,drug_name,canonical_smiles,inchi_key,LogS (aqueous solubility),LogD,LogP,Pgp-inh,Pgp-sub,HIA,F(20%),F(30%),Caco-2,MDCK,BBB,PPB,VDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CL,T12,hERG,H-HT,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,BCF,IGC50,LC50,LC50DM,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,NonBiodegradable,NonGenotoxic_Carcinogenicity,SureChEMBL,LD50_oral,Skin_Sensitization,Acute_Aquatic_Toxicity,Toxicophores,Genotoxic_Carcinogenicity_Mutagenicity,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS,Lipinski,Pfizer,GSK,GoldenTriangle,0,Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility,Hepatotoxicity,Neurotoxicity,Nephrotoxicity,Respiratory Toxicity,Cardiotoxicity,Carcinogenicity,Immunotoxicity,Mutagenicity,Cytotoxicity,BBB,Ecotoxicity,Clinical toxicity,Nutritional toxicity,Aryl hydrocarbon Receptor (AhR),Androgen Receptor (AR),Androgen Receptor Ligand Binding Domain (AR-LBD),Aromatasen,Estrogen Receptor Alpha (ER),Estrogen Receptor Ligand Binding Domain (ER-LBD),Peroxisome Proliferator Activated Receptor Gamma (PPAR-Gamma),Nuclear factor (erythroid-derived 2)-like 2/antioxidant responsive element (nrf2/ARE),Heat shock factor response element (HSE),Mitochondrial Membrane Potential (MMP),Phosphoprotein (Tumor Supressor) p53,ATPase family AAA domain-containing protein 5 (ATAD5),Thyroid hormone receptor alpha (THR?),Thyroid hormone receptor beta (THR?),Transtyretrin (TTR),Ryanodine receptor (RYR),GABA receptor (GABAR),Glutamate N-methyl-D-aspartate receptor (NMDAR), alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionate receptor (AMPAR),Kainate receptor (KAR),Achetylcholinesterase (AChE),Constitutive androstane receptor (CAR),Pregnane X receptor (PXR),NADH-quinone oxidoreductase (NADHOX),Voltage gated sodium channel (VGSC),Na+/I- symporter (NIS),Cytochrome CYP1A2CYP1A2,Cytochrome CYP2C19CYP2C19 ,Cytochrome CYP2C9CYP2C9,Cytochrome CYP2D6CYP2D6,Cytochrome CYP3A4CYP3A4,Cytochrome CYP2E1CYP2E1
S7048,Talazoparib (BMN 673),C[N]1N=CN=C1C2C(NC3=CC(=CC4=C3C2=NNC4=O)F)C5=CC=C(F)C=C5,,-4.506,2.685,2.021,0.078,0.989,0.026,0.002,0.01,-5.365,7.69E-06,0.086,0.956139297,1.477,0.029437952,0.964,0.924,0.748,0.072,0.409,0.212,0.031,0.292,0.682,0.086,5.749,0.178,0.552,0.984,0.979,0.885,0.766,0.953,0.298,0.873,0.003,0.013,0.965,0.764,3.307,4.542,5.745,0.002,0.363,0.977,0.015,0.12,0.01,0.309,0.871,0.028,0.113,0.814,0.873,380.12,354.939,1.071,7,3,85.94,1,5,12,9,0,28,0.036,0,2,4,0,0,2,1,1,5,0.46,3.345,0.105,56.571,-0.902,0,1,0,0,Accepted,Accepted,Accepted,Accepted,0,Molecule 7,Fc1ccc(cc1)C1Nc2cc(F)cc3c2c(C1c1ncnn1C)n[nH]c3=O,C19H14F2N6O,380.35,28,21,0.16,2,6,2,101.19,88.49,2.41,2.25,2.57,3.16,3.12,2.7,-4.04,0.0348,0.0000915,Moderately soluble,-3.74,0.0685,0.00018,Soluble,-6.93,0.0000442,0.000000116,Poorly soluble,High,No,Yes,No,Yes,No,No,No,-7.02,0,0,0,0,0,0.55,0,0,1,3.82,0.63,0.92,0.58,0.61,0.9,0.54,0.73,0.57,0.81,0.84,0.54,0.67,0.73,0.54,0.97,0.99,0.92,0.72,0.93,0.95,0.98,0.98,0.82,0.86,0.74,0.91,0.62,0.56,0.96,0.54,0.98,0.9,0.99,0.91,0.99,0.72,0.99,0.69,0.9,0.58,0.77,0.53,0.79,0.66,0.99
S8162,Upadacitinib (ABT-494),CCC1CN(CC1C2=CN=C3C=NC4=C(C=C[NH]4)[N]23)C(=O)NCC(F)(F)F,,-3.777,2.687,2.152,0.003,0.935,0.004,0.002,0.019,-4.77,1.02E-05,0.666,0.721773987,1.19,0.249211617,0.21,0.575,0.894,0.296,0.798,0.527,0.318,0.873,0.823,0.537,6.711,0.283,0.571,0.888,0.724,0.023,0.58,0.985,0.123,0.444,0.003,0.007,0.843,0.34,2.276,4.859,6.449,0.003,0.002,0.35,0.273,0.091,0.01,0.006,0.086,0.009,0.014,0.097,0.035,380.16,345.517,1.1,7,2,78.32,6,4,12,10,0,20,0.3,2,1,1,0,0,0,1,2,3,0.733,3.97,0.471,79.68,-1.099,0,0,0,0,Accepted,Accepted,Accepted,Accepted,0,Molecule 24,CCC1CN(CC1c1cnc2n1c1cc[nH]c1nc2)C(=O)NCC(F)(F)F,C17H19F3N6O,380.37,27,12,0.47,6,6,2,96.54,78.32,2.5,2.69,3.79,1.63,1.76,2.47,-3.83,0.0568,0.000149,Soluble,-3.99,0.0392,0.000103,Soluble,-4.61,0.00942,0.0000248,Moderately soluble,High,No,Yes,Yes,Yes,No,Yes,No,-6.71,0,0,0,0,0,0.55,0,0,1,3.75,0.69,0.9,0.72,0.85,0.89,0.64,0.92,0.59,0.73,0.83,0.52,0.64,0.61,0.68,0.96,0.96,0.84,0.82,0.96,0.94,0.94,0.94,0.82,0.85,0.95,0.96,0.77,0.9,0.91,0.52,0.95,0.99,0.99,0.66,0.99,0.52,0.94,0.6,0.85,0.78,0.76,0.54,0.59,0.64,0.97
S8553,Avapritinib (BLU-285),C[N]1C=C(C=N1)C2=C[N]3N=CN=C(N4CCN(CC4)C5=NC=C(C=N5)C(C)(N)C6=CC=C(F)C=C6)C3=C2,,-4.164,2.542,3.597,0.991,0.564,0.003,0.001,0.004,-4.814,2.03E-05,0.366,0.919143524,2.523,0.118058481,0.215,0.591,0.73,0.196,0.545,0.152,0.034,0.194,0.427,0.926,7.686,0.037,0.812,0.905,0.976,0.209,0.16,0.944,0.071,0.96,0.003,0.005,0.457,1.416,2.878,3.439,4.078,0.002,0.003,0.183,0.976,0.224,0.04,0.016,0.866,0.01,0.006,0.367,0.021,498.24,491.311,1.014,10,2,106.29,5,6,9,11,0,33,0.152,1,2,1,0,0,0,1,1,1,0.394,3.455,0.269,107,-1.684,1,0,0,0,Accepted,Accepted,Rejected,Accepted,0,Molecule 1,Fc1ccc(cc1)C(c1cnc(nc1)N1CCN(CC1)c1ncnn2c1cc(c2)c1cnn(c1)C)(N)C,C26H27FN10,498.56,37,26,0.27,5,7,1,144.37,106.29,3.68,1.86,2.16,2.37,1.18,2.25,-4.29,0.0254,0.0000509,Moderately soluble,-3.71,0.0965,0.000193,Soluble,-6.88,0.0000656,0.000000132,Poorly soluble,High,No,Yes,No,No,Yes,Yes,Yes,-8.02,0,2,0,0,0,0.55,0,0,1,4.34,0.58,0.84,0.82,0.88,0.92,0.51,0.98,0.5,0.66,0.87,0.65,0.64,0.58,0.78,0.98,0.93,0.84,0.81,0.94,0.92,0.95,0.95,0.8,0.75,0.86,0.98,0.91,0.98,0.92,0.72,0.93,0.99,1,0.74,1,0.6,0.96,0.58,0.8,0.76,0.75,0.75,0.54,0.85,0.99
S2345,Podophyllotoxin (Podofilox),COC1=C(OC)C(=CC(=C1)C2C3C(COC3=O)C(O)C4=CC5=C(OCO5)C=C24)OC,,-3.658,2.424,2.021,0.276,0.002,0.002,0.009,0.035,-4.847,4.59E-05,0.093,0.942685776,1.442,0.037532794,0.056,0.977,0.548,0.917,0.088,0.834,0.106,0.788,0.911,0.926,9.551,0.153,0.047,0.122,0.297,0.099,0.109,0.771,0.052,0.346,0.003,0.02,0.516,2.352,4.422,5.723,7.041,0.45,0.107,0.901,0.335,0.116,0.019,0.002,0.123,0.815,0.345,0.578,0.9,414.13,398.152,1.04,8,1,92.68,4,5,16,8,0,26,0.154,4,0,0,0,0,2,4,1,0,0.763,3.752,0.409,94.839,1.515,2,0,0,0,Accepted,Accepted,Rejected,Accepted,0,Molecule 3,COc1cc(cc(c1OC)OC)C1C2C(=O)OCC2C(c2c1cc1OCOc1c2)O,C22H22O8,414.41,30,12,0.41,4,8,1,103.85,92.68,2.83,2.01,2.08,1.43,2.9,2.25,-3.71,0.0812,0.000196,Soluble,-3.58,0.108,0.000261,Soluble,-4.75,0.00734,0.0000177,Moderately soluble,High,No,No,No,No,No,Yes,Yes,-7.4,0,0,0,0,0,0.55,0,0,1,4.64,0.88,0.83,0.65,0.58,0.52,0.53,0.99,0.91,0.66,0.57,0.5,0.56,0.51,1,0.99,0.93,0.98,0.98,0.97,0.92,0.88,0.88,0.99,0.76,1,0.64,0.7,0.79,0.88,0.59,0.99,0.99,0.99,0.66,1,0.61,0.76,0.92,0.8,0.9,0.99,0.93,0.69,1,0.99
S9702,Finerenone,CCOC1=NC=C(C)C2=C1C(C3=CC=C(C=C3OC)C#N)C(=C(C)N2)C(N)=O,,-3.691,2.304,2.015,0.015,0.003,0.047,0.002,0.004,-4.702,1.61E-05,0.096,0.945355301,0.63,0.037486341,0.083,0.682,0.12,0.892,0.34,0.45,0.02,0.44,0.596,0.907,5.907,0.089,0.414,0.873,0.763,0.163,0.189,0.868,0.057,0.137,0.003,0.009,0.291,1.364,3.486,5.397,5.769,0.007,0.01,0.905,0.857,0.061,0.612,0.678,0.069,0.145,0.189,0.45,0.788,378.17,390.096,0.969,7,2,110.59,5,3,10,7,0,19,0.263,2,1,0,0,0,0,0,1,0,0.86,3.708,0.333,62.857,-0.961,2,0,0,0,Accepted,Accepted,Accepted,Accepted,0,Molecule 85,CCOc1ncc(c2c1C(C(=C(N2)C)C(=O)N)c1ccc(cc1OC)C#N)C,C21H22N4O3,378.42,28,12,0.29,5,5,2,108.14,110.26,2.61,2.41,2.41,0.9,3.23,2.31,-3.69,0.077,0.000203,Soluble,-4.37,0.0162,0.0000429,Moderately soluble,-6.21,0.000231,0.000000611,Poorly soluble,High,No,Yes,No,Yes,Yes,No,Yes,-6.9,0,0,0,0,0,0.55,0,0,1,4.2,0.56,0.5,0.57,0.62,0.78,0.56,0.52,0.5,0.72,0.65,0.57,0.56,0.56,0.59,0.91,0.96,0.84,0.88,0.95,0.94,0.87,0.87,0.59,0.65,0.9,0.96,0.76,0.52,0.92,0.76,0.97,1,1,0.59,0.96,0.74,0.9,0.53,0.6,0.66,0.7,0.57,0.54,0.5,1
S1116,Palbociclib (PD-0332991) HCl,Cl.CC(=O)C1=C(C)C2=CN=C(NC3=NC=C(C=C3)N4CCNCC4)N=C2N(C5CCCC5)C1=O,,-3.342,2.514,2.205,0.07,1,0.007,0.035,0.003,-5.589,2.38E-06,0.519,0.6943,2.605,0.327,0.679,0.691,0.462,0.101,0.364,0.049,0.142,0.107,0.902,0.803,3.734,0.055,0.798,0.998,0.967,0.356,0.629,0.509,0.936,0.807,0.003,0.011,0.901,0.951,3.463,4.229,5.739,0.017,0.002,0.88,0.905,0.1,0.011,0.004,0.692,0.144,0.045,0.351,0.514,447.24,451.707,0.99,9,2,108.27,4,5,10,9,0,31,0.129,0,1,0,0,0,1,0,0,1,0.595,3.375,0.458,67.886,-0.726,1,0,0,0,Accepted,Accepted,Rejected,Accepted,0,Molecule 113,CC(=O)c1c(C)c2cnc(nc2n(c1=O)C1CCCC1)Nc1ccc(cn1)N1CCNCC1.Cl,C24H30ClN7O2,483.99,34,16,0.46,5,6,2,143,105.04,0,2.62,3.01,1.83,2.51,1.99,-4.51,0.015,0.0000309,Moderately soluble,-4.48,0.0162,0.0000334,Moderately soluble,-6.49,0.000157,0.000000324,Poorly soluble,High,No,Yes,No,Yes,No,Yes,Yes,-7.39,0,2,0,0,0,0.55,0,0,1,3.65,0.71,0.92,0.6,0.92,0.91,0.57,0.84,0.55,0.65,0.65,0.56,0.76,0.63,0.9,0.97,0.98,0.96,0.91,0.98,0.97,0.97,0.97,0.91,0.92,0.88,0.91,0.76,0.97,0.86,0.6,0.9,0.99,0.99,0.67,0.99,0.72,0.98,0.56,0.94,0.8,0.81,0.51,0.65,0.83,0.99
S1149,Gemcitabine (LY-188011) HCl,Cl.NC1=NC(=O)N(C=C1)C2OC(CO)C(O)C2(F)F,,-1.219,-1.125,-2.105,0.001,0.01,0.862,0.377,0.133,-5.711,0.004554857,0.778,0.0764,0.82,0.8934,0.032,0.557,0.039,0.075,0.005,0.146,0.019,0.176,0.007,0.069,2.763,0.703,0.007,0.967,0.985,0.308,0.052,0.226,0.116,0.886,0.003,0.008,0.052,0.14,1.215,2.169,3.537,0.026,0.002,0.007,0.014,0.111,0.029,0.006,0.07,0.018,0.007,0.007,0.854,263.07,219.484,1.199,7,4,111.33,2,2,6,9,0,13,0.154,3,1,1,0,0,1,3,0,1,0.522,4.379,0.556,53.571,1.141,0,0,0,0,Accepted,Accepted,Accepted,Accepted,0,Molecule 2,OCC1OC(C(C1O)(F)F)n1ccc(nc1=O)N.Cl,C9H12ClF2N3O4,299.66,19,6,0.56,2,7,3,61.79,110.6,0,-0.65,0.04,-0.5,-0.94,-0.41,-1.39,12.2,0.0407,Very soluble,-1.2,18.9,0.0632,Very soluble,-0.34,138,0.459,Soluble,High,No,No,No,No,No,No,No,-8.59,0,0,0,0,0,0.55,0,0,0,3.78,0.92,0.98,0.74,0.96,0.83,0.56,0.6,0.82,0.92,0.88,0.56,0.83,0.8,0.98,0.99,0.99,0.95,0.81,0.98,0.96,0.99,0.99,0.98,1,0.99,0.74,0.77,0.64,0.87,0.76,0.96,0.91,0.97,0.89,0.99,0.62,0.93,0.51,0.8,0.93,0.94,0.81,0.78,0.97,0.96
S1338,Gabapentin HCl,Cl.NCC1(CCCCC1)CC(O)=O,,-0.623,-0.153,-1.679,0.024,0.001,0.005,0.008,0.013,-5.345,1.26E-05,0.91,0.0628,0.804,0.8227,0.024,0.115,0.031,0.098,0.027,0.498,0.06,0.48,0.026,0.052,0.81,0.406,0.013,0.799,0.022,0.038,0.186,0.3,0.087,0.95,0.029,0.237,0.95,0.192,2.534,2.486,3.352,0.427,0.003,0.021,0.009,0.079,0.007,0.045,0.031,0.007,0.031,0.008,0.006,171.13,181.605,0.942,3,3,63.32,3,1,6,3,0,7,0.429,0,0,0,0,0,1,0,0,0,0.674,2.4,0.889,11.941,0.691,0,0,0,0,Accepted,Accepted,Accepted,Rejected,0,Molecule 35,NCC1(CCCCC1)CC(=O)O.Cl,C9H18ClNO2,207.7,13,0,0.89,3,3,2,54.45,63.32,0,-0.3,2.17,1.31,1.24,0.88,-0.74,37.7,0.182,Very soluble,-0.57,56,0.269,Very soluble,-1.35,9.17,0.0442,Soluble,High,Yes,No,No,No,No,No,No,-7.78,0,0,0,0,0,0.55,0,0,1,1.73,0.81,0.78,0.5,0.95,0.58,0.56,0.99,0.69,0.72,0.92,0.52,0.51,0.58,0.99,0.99,0.99,0.97,0.95,0.99,0.98,0.99,0.99,0.96,0.97,0.99,0.81,0.94,0.69,0.89,0.51,0.8,1,1,0.84,0.99,0.72,0.72,0.81,0.9,0.94,0.75,0.86,0.56,0.97,0.97
S1995,Procarbazine HCl,Cl.CNNCC1=CC=C(C=C1)C(=O)NC(C)C,,-1.397,1.012,0.764,0,0.042,0.006,0.001,0.002,-4.811,3.11E-05,0.974,0.2293,2.012,0.754,0.886,0.388,0.099,0.422,0.036,0.689,0.017,0.595,0.02,0.214,8.513,0.419,0.084,0.938,0.329,0.02,0.949,0.033,0.12,0.928,0.003,0.012,0.92,0.48,2.556,3.254,4.074,0,0.001,0.436,0.003,0.635,0.005,0.004,0.855,0.486,0.003,0.266,0.005,221.15,238.786,0.926,4,3,53.16,6,1,6,4,0,7,0.857,0,0,1,0,0,1,1,1,1,0.651,1.99,0.417,7,-1.038,0,1,0,0,Accepted,Accepted,Accepted,Accepted,0,Molecule 90,CNNCc1ccc(cc1)C(=O)NC(C)C.Cl,C12H20ClN3O,257.76,17,6,0.42,6,3,3,71.39,53.16,0,0.86,1.7,2.07,1.24,1.17,-1.85,3.68,0.0143,Very soluble,-1.56,7.1,0.0275,Very soluble,-4.12,0.0194,0.0000752,Moderately soluble,High,Yes,No,No,No,No,No,No,-7.26,0,0,0,0,0,0.55,0,0,0,1.65,0.51,0.59,0.59,0.78,0.72,0.87,0.97,0.9,0.67,0.93,0.52,0.52,0.57,0.72,0.99,0.99,0.99,0.97,0.99,0.99,0.97,0.97,0.98,0.98,0.99,0.83,0.67,0.75,0.88,0.63,0.91,0.99,1,0.73,0.98,0.75,0.89,0.62,0.95,0.51,0.69,0.78,0.61,0.88,0.98
S2133,Gabapentin,NCC1(CCCCC1)CC(O)=O,,-0.623,-0.153,-1.679,0.024,0.001,0.005,0.008,0.013,-5.345,1.26E-05,0.91,0.0628,0.804,0.8227,0.024,0.115,0.031,0.098,0.027,0.498,0.06,0.48,0.026,0.052,0.81,0.406,0.013,0.799,0.022,0.038,0.186,0.3,0.087,0.95,0.029,0.237,0.95,0.192,2.534,2.486,3.352,0.427,0.003,0.021,0.009,0.079,0.007,0.045,0.031,0.007,0.031,0.008,0.006,171.13,181.605,0.942,3,3,63.32,3,1,6,3,0,7,0.429,0,0,0,0,0,1,0,0,0,0.674,2.4,0.889,11.941,0.691,0,0,0,0,Accepted,Accepted,Accepted,Rejected,0,Molecule 36,NCC1(CCCCC1)CC(=O)O,C9H17NO2,171.24,12,0,0.89,3,3,2,47.48,63.32,1.44,-1.1,1.37,1,1.24,0.79,-0.01,167,0.976,Very soluble,0.26,312,1.82,Highly soluble,-1.35,7.56,0.0442,Soluble,High,Yes,No,No,No,No,No,No,-8.13,0,0,0,0,1,0.55,0,0,1,1.63,0.89,0.79,0.52,0.94,0.59,0.53,0.99,0.88,0.75,0.95,0.52,0.56,0.77,0.99,1,0.99,0.99,0.97,0.99,0.99,1,1,0.98,0.99,0.99,0.8,0.97,0.7,0.9,0.57,0.81,1,1,0.84,0.99,0.75,0.71,0.82,0.9,0.95,0.88,0.89,0.64,0.99,0.98
S3072,(R)-baclofen,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,,-1.395,1.02,-0.554,0.001,0.001,0.028,0.002,0.003,-5.263,0.000267925,0.76,0.3177,0.395,0.5405,0.08,0.467,0.035,0.325,0.017,0.88,0.047,0.652,0.013,0.243,4.844,0.741,0.094,0.597,0.051,0.06,0.739,0.868,0.238,0.128,0.014,0.071,0.624,0.379,2.87,2.92,3.699,0.013,0.003,0.024,0.003,0.077,0.018,0.009,0.026,0.006,0.008,0.01,0.006,213.06,206.202,1.033,3,3,63.32,4,1,6,4,0,7,0.571,1,1,1,0,0,1,1,0,0,0.803,2.381,0.3,14,0.05,0,0,0,0,Accepted,Accepted,Accepted,Accepted,0,Molecule 37,NCC(c1ccc(cc1)Cl)CC(=O)O,C10H12ClNO2,213.66,14,6,0.3,4,3,2,55.32,63.32,1.66,-0.96,1.86,1.96,1.87,1.28,-0.61,52.1,0.244,Very soluble,0.12,279,1.3,Highly soluble,-2.89,0.273,0.00128,Soluble,High,Yes,No,No,No,No,No,No,-8.28,0,0,0,0,0,0.55,0,0,1,1.81,0.78,0.8,0.6,0.86,0.63,0.61,0.99,0.82,0.69,0.9,0.61,0.55,0.54,0.98,1,0.99,0.99,0.98,0.98,0.98,0.99,0.99,0.98,0.98,0.99,0.77,0.83,0.51,0.91,0.6,0.84,1,1,0.89,1,0.88,0.89,0.8,0.87,0.9,0.98,0.9,0.76,0.99,0.92
S3211,Thiamine HCl (Vitamin B1),Cl.[Cl-].CC1=NC=C(C[N+]2=CSC(=C2C)CCO)C(=N1)N,,-1.172,-0.044,-1.681,0,0.999,0.409,1,0.998,-5.172,1.82E-05,0.831,0.274,1.082,0.66,0.072,0.218,0.027,0.044,0.002,0.043,0.184,0.401,0.001,0.168,6.681,0.904,0.039,0.904,0.109,0.008,0.064,0.881,0.25,0.772,0.003,0.039,0.684,-0.081,1.439,2.246,3.215,0.005,0.003,0.541,0.724,0.063,0.141,0.005,0.237,0.007,0.029,0.114,0.013,265.11,258.418,1.026,5,3,76.64,4,2,6,6,1,12,0.333,0,0,0,0,0,0,0,1,0,0.702,3.797,0.417,12,-0.051,1,0,0,0,Accepted,Accepted,Accepted,Accepted,0,Molecule 20,OCCc1sc[n+](c1C)Cc1cnc(nc1N)C.Cl.[Cl-],C12H18Cl2N4OS,337.27,20,11,0.42,4,3,2,86.08,104.15,0,2.63,-1.58,0.58,2.54,0.84,-3.73,0.0627,0.000186,Soluble,-4.47,0.0115,0.0000341,Moderately soluble,-3.3,0.168,0.000499,Soluble,High,No,No,No,No,No,No,No,-6.49,0,1,0,0,0,0.55,0,1,0,3.09,0.83,0.71,0.53,0.91,0.8,0.56,0.85,0.79,0.65,0.73,0.51,0.62,0.61,0.97,0.99,0.99,0.95,0.97,0.99,0.98,0.95,0.95,0.96,0.97,0.99,0.91,0.78,0.77,0.78,0.77,0.93,0.99,0.99,0.58,0.99,0.68,0.92,0.7,0.75,0.79,0.76,0.71,0.67,0.78,0.96
S3748,Acamprosate Calcium,CC(=O)NCCC[S]([O-])(=O)=O,,-0.174,-1.9,-2.222,0,0.004,0.985,0.999,0.975,-5.601,3.31E-05,0.977,0.0823,0.645,0.8536,0.004,0.108,0.023,0.062,0.02,0.362,0.005,0.115,0.004,0.035,2.669,0.629,0.038,0.061,0.027,0.056,0.008,0.023,0.094,0.01,0.008,0.203,0.042,0.119,1.82,2.494,1.725,0.006,0.002,0.006,0.003,0.349,0.007,0.004,0.086,0.006,0.006,0.002,0.006,181.04,157.067,1.153,5,2,83.47,5,0,0,6,0,3,1.667,0,0,0,1,0,0,0,1,1,0.448,2.081,0.8,0,-0.59,1,0,0,0,Accepted,Accepted,Accepted,Rejected,0,Molecule 41,CC(=O)NCCCS(=O)(=O)[O-],C5H10NO4S-,180.2,11,0,0.8,5,4,1,37.84,94.68,-0.23,-1.22,0.14,-0.65,-0.92,-0.58,0.14,250,1.38,Highly soluble,-0.27,96,0.533,Very soluble,-0.83,26.5,0.147,Soluble,High,No,No,No,No,No,No,No,-8.27,0,1,0,0,1,0.56,0,1,1,2.21,0.79,0.76,0.5,0.63,0.55,0.72,0.98,0.51,0.61,0.86,0.51,0.76,0.66,0.98,1,0.98,0.99,0.92,0.97,0.98,0.99,0.99,0.98,0.98,0.98,0.75,0.7,0.81,0.85,0.84,0.94,0.99,0.99,0.79,0.99,0.63,0.68,0.76,0.93,0.93,0.88,0.72,0.78,0.95,0.95
S4582,Eflornithine (MDL-71782) hydrochloride hydrate,O.Cl.NCCCC(N)(C(F)F)C(O)=O,,0.397,-2.045,-3.056,0,0.006,0.012,0.004,0.003,-5.993,0.003658538,0.389,0.047217355,0.73,0.889953766,0.012,0.138,0.013,0.067,0.012,0.104,0.003,0.19,0.019,0.093,1.835,0.509,0.009,0.253,0.01,0.229,0.355,0.018,0.318,0.117,0.034,0.091,0.278,0.382,2.501,2.56,3.638,0.019,0.003,0.015,0.002,0.037,0.006,0.003,0.025,0.01,0.004,0.005,0.003,182.09,161.405,1.128,4,5,89.34,5,0,0,6,0,1,5,1,1,0,0,0,1,1,0,0,0.548,3.449,0.833,5,0.781,0,0,0,0,Accepted,Accepted,Accepted,Rejected,0,Molecule 9,NCCCC(C(=O)O)(C(F)F)N.O.Cl,C6H15ClF2N2O3,236.64,14,0,0.83,5,7,4,48.3,98.57,0,-2.59,1.35,-2.82,-0.25,-0.86,0.65,1070,4.51,Highly soluble,1.07,2760,11.7,Highly soluble,-0.41,92.9,0.393,Soluble,High,No,No,No,No,No,No,No,-9.58,0,0,0,0,1,0.55,0,0,1,2.35,0.92,0.79,0.58,0.87,0.82,0.85,0.99,0.59,0.67,0.72,0.57,0.57,0.56,1,0.98,0.99,0.99,0.98,0.99,0.98,0.99,0.99,0.95,0.99,0.99,0.84,0.91,0.7,0.84,0.52,0.59,0.99,0.99,0.88,1,0.64,0.82,0.7,0.86,0.98,0.95,0.77,0.7,0.97,0.98
S3076,Foscarnet Sodium,[Na+].[Na+].[Na+].[O-]C(=O)[P]([O-])([O-])=O,,-0.04,-1.802,-2.542,0.002,0,0.005,0.065,0.769,-4.816,9.66E-05,0.684,0.139489689,0.619,0.847743988,0.008,0.093,0.02,0.05,0.007,0.654,0.019,0.077,0.005,0.022,1.794,0.525,0.009,0.987,0.272,0.959,0.972,0.078,0.917,0.925,0.984,0.981,0.848,0.243,3.487,3.532,2.869,0.039,0.014,0.005,0.003,0.911,0.819,0.002,0.011,0.002,0.021,0.005,0.009,122.95,83.04,1.481,5,0,103.32,1,0,0,6,-3,2,0.5,0,0,0,0,0,0,0,0,0,0.351,4.815,0,0,-0.082,0,0,0,0,Accepted,Accepted,Accepted,Rejected,0,Molecule 170,[O-]C(=O)P(=O)([O-])[O-].[Na+].[Na+].[Na+],CNa3O5P,191.95,10,0,0,1,5,0,15.06,113.13,-21.86,-1.74,-0.62,-2.58,-0.2,-5.4,0.13,260,1.36,Highly soluble,-0.12,145,0.756,Very soluble,1.92,16000,83.2,Soluble,High,No,Yes,No,No,No,No,No,-8.71,0,3,0,0,2,0.55,0,1,1,3.4,0.95,0.99,0.52,0.66,0.84,0.87,0.99,0.73,0.73,0.9,0.68,0.81,0.57,1,1,0.99,0.98,1,1,0.99,0.95,0.95,0.97,0.98,0.99,0.83,0.83,0.61,0.96,0.67,0.84,0.99,0.99,0.66,0.99,0.55,0.6,0.86,0.92,0.92,0.88,0.71,0.87,0.95,0.98
